Yr,Pre_marital_s1,Pre_marital_s2,Age_gp,No_of_marri
2005,Previous marital status of brides,Never married,30 – 34,7862
2005,Previous marital status of brides,Widowed / Divorced,30 – 34,2346
2005,Previous marital status of brides,Others,30 – 34,–
2005,Previous marital status of brides,Total,30 – 34,10208
2005,Previous marital status of brides,Never married,35 – 39,2277
2005,Previous marital status of brides,Widowed / Divorced,35 – 39,2410
2005,Previous marital status of brides,Others,35 – 39,–
2005,Previous marital status of brides,Total,35 – 39,4687
2005,Previous marital status of brides,Never married,40 – 44,650
2005,Previous marital status of brides,Widowed / Divorced,40 – 44,1842
2005,Previous marital status of brides,Others,40 – 44,–
2005,Previous marital status of brides,Total,40 – 44,2492
2005,Previous marital status of brides,Never married,45 – 49,184
2005,Previous marital status of brides,Widowed / Divorced,45 – 49,1014
2005,Previous marital status of brides,Others,45 – 49,–
2005,Previous marital status of brides,Total,45 – 49,1198
2005,Previous marital status of brides,Never married,50+,156
2005,Previous marital status of brides,Widowed / Divorced,50+,855
2005,Previous marital status of brides,Others,50+,142
2005,Previous marital status of brides,Total,50+,1153
2006,Previous marital status of brides,Never married,16 – 19,992
2006,Previous marital status of brides,Widowed / Divorced,16 – 19,–
2006,Previous marital status of brides,Others,16 – 19,–
2006,Previous marital status of brides,Total,16 – 19,992
2006,Previous marital status of brides,Never married,20 – 24,8981
2006,Previous marital status of brides,Widowed / Divorced,20 – 24,155
2006,Previous marital status of brides,Others,20 – 24,–
2006,Previous marital status of brides,Total,20 – 24,9136
2006,Previous marital status of brides,Never married,25 – 29,16047
2006,Previous marital status of brides,Widowed / Divorced,25 – 29,1066
2006,Previous marital status of brides,Others,25 – 29,–
2006,Previous marital status of brides,Total,25 – 29,17113
2006,Previous marital status of brides,Never married,30 – 34,9866
2006,Previous marital status of brides,Widowed / Divorced,30 – 34,2656
2006,Previous marital status of brides,Others,30 – 34,–
2006,Previous marital status of brides,Total,30 – 34,12522
2006,Previous marital status of brides,Never married,35 – 39,2666
2006,Previous marital status of brides,Widowed / Divorced,35 – 39,2687
2006,Previous marital status of brides,Others,35 – 39,–
2006,Previous marital status of brides,Total,35 – 39,5353
2006,Previous marital status of brides,Never married,40 – 44,814
2006,Previous marital status of brides,Widowed / Divorced,40 – 44,1932
2006,Previous marital status of brides,Others,40 – 44,–
2006,Previous marital status of brides,Total,40 – 44,2746
2006,Previous marital status of brides,Never married,45 – 49,214
2006,Previous marital status of brides,Widowed / Divorced,45 – 49,1043
2006,Previous marital status of brides,Others,45 – 49,–
2006,Previous marital status of brides,Total,45 – 49,1257
2006,Previous marital status of brides,Never married,50+,190
2006,Previous marital status of brides,Widowed / Divorced,50+,933
2006,Previous marital status of brides,Others,50+,86
2006,Previous marital status of brides,Total,50+,1209
2007,Previous marital status of brides,Never married,16 – 19,854
2007,Previous marital status of brides,Widowed / Divorced,16 – 19,–
2007,Previous marital status of brides,Others,16 – 19,–
2007,Previous marital status of brides,Total,16 – 19,854
2007,Previous marital status of brides,Never married,20 – 24,8474
2007,Previous marital status of brides,Widowed / Divorced,20 – 24,96
2007,Previous marital status of brides,Others,20 – 24,–
2007,Previous marital status of brides,Total,20 – 24,8570
2007,Previous marital status of brides,Never married,25 – 29,15588
2007,Previous marital status of brides,Widowed / Divorced,25 – 29,933
2007,Previous marital status of brides,Others,25 – 29,–
2007,Previous marital status of brides,Total,25 – 29,16521
2007,Previous marital status of brides,Never married,30 – 34,9666
2007,Previous marital status of brides,Widowed / Divorced,30 – 34,2146
2007,Previous marital status of brides,Others,30 – 34,–
2007,Previous marital status of brides,Total,30 – 34,11812
2007,Previous marital status of brides,Never married,35 – 39,2848
2007,Previous marital status of brides,Widowed / Divorced,35 – 39,2322
2007,Previous marital status of brides,Others,35 – 39,–
2007,Previous marital status of brides,Total,35 – 39,5170
2007,Previous marital status of brides,Never married,40 – 44,834
2007,Previous marital status of brides,Widowed / Divorced,40 – 44,1606
2007,Previous marital status of brides,Others,40 – 44,–
2007,Previous marital status of brides,Total,40 – 44,2440
2007,Previous marital status of brides,Never married,45 – 49,193
2007,Previous marital status of brides,Widowed / Divorced,45 – 49,835
2007,Previous marital status of brides,Others,45 – 49,–
2007,Previous marital status of brides,Total,45 – 49,1028
2007,Previous marital status of brides,Never married,50+,176
2007,Previous marital status of brides,Widowed / Divorced,50+,777
2007,Previous marital status of brides,Others,50+,105
2007,Previous marital status of brides,Total,50+,1058
2008,Previous marital status of brides,Never married,16 – 19,749
2008,Previous marital status of brides,Widowed / Divorced,16 – 19,2
2008,Previous marital status of brides,Others,16 – 19,–
2008,Previous marital status of brides,Total,16 – 19,751
2008,Previous marital status of brides,Never married,20 – 24,8055
2008,Previous marital status of brides,Widowed / Divorced,20 – 24,123
2008,Previous marital status of brides,Others,20 – 24,–
2008,Previous marital status of brides,Total,20 – 24,8178
2008,Previous marital status of brides,Never married,25 – 29,16119
2008,Previous marital status of brides,Widowed / Divorced,25 – 29,881
2008,Previous marital status of brides,Others,25 – 29,–
2008,Previous marital status of brides,Total,25 – 29,17000
2008,Previous marital status of brides,Never married,30 – 34,9634
2008,Previous marital status of brides,Widowed / Divorced,30 – 34,2040
2008,Previous marital status of brides,Others,30 – 34,1
2008,Previous marital status of brides,Total,30 – 34,11675
2008,Previous marital status of brides,Never married,35 – 39,3016
2008,Previous marital status of brides,Widowed / Divorced,35 – 39,2351
2008,Previous marital status of brides,Others,35 – 39,1
2008,Previous marital status of brides,Total,35 – 39,5368
2008,Previous marital status of brides,Never married,40 – 44,807
2008,Previous marital status of brides,Widowed / Divorced,40 – 44,1506
2008,Previous marital status of brides,Others,40 – 44,–
2008,Previous marital status of brides,Total,40 – 44,2313
2008,Previous marital status of brides,Never married,45 – 49,226
2008,Previous marital status of brides,Widowed / Divorced,45 – 49,860
2008,Previous marital status of brides,Others,45 – 49,–
2008,Previous marital status of brides,Total,45 – 49,1086
2008,Previous marital status of brides,Never married,50+,162
2008,Previous marital status of brides,Widowed / Divorced,50+,726
2008,Previous marital status of brides,Others,50+,72
2008,Previous marital status of brides,Total,50+,960
2009,Previous marital status of brides,Never married,16 – 19,735
2009,Previous marital status of brides,Widowed / Divorced,16 – 19,–
2009,Previous marital status of brides,Others,16 – 19,–
2009,Previous marital status of brides,Total,16 – 19,735
2009,Previous marital status of brides,Never married,20 – 24,8248
2009,Previous marital status of brides,Widowed / Divorced,20 – 24,125
2009,Previous marital status of brides,Others,20 – 24,–
2009,Previous marital status of brides,Total,20 – 24,8373
2009,Previous marital status of brides,Never married,25 – 29,17463
2009,Previous marital status of brides,Widowed / Divorced,25 – 29,909
2009,Previous marital status of brides,Others,25 – 29,–
2009,Previous marital status of brides,Total,25 – 29,18372
2009,Previous marital status of brides,Never married,30 – 34,10499
2009,Previous marital status of brides,Widowed / Divorced,30 – 34,2094
2009,Previous marital status of brides,Others,30 – 34,–
2009,Previous marital status of brides,Total,30 – 34,12593
2009,Previous marital status of brides,Never married,35 – 39,3338
2009,Previous marital status of brides,Widowed / Divorced,35 – 39,2552
2009,Previous marital status of brides,Others,35 – 39,–
2009,Previous marital status of brides,Total,35 – 39,5890
2009,Previous marital status of brides,Never married,40 – 44,900
2009,Previous marital status of brides,Widowed / Divorced,40 – 44,1763
2009,Previous marital status of brides,Others,40 – 44,–
2009,Previous marital status of brides,Total,40 – 44,2663
2009,Previous marital status of brides,Never married,45 – 49,287
2009,Previous marital status of brides,Widowed / Divorced,45 – 49,1111
2009,Previous marital status of brides,Others,45 – 49,–
2009,Previous marital status of brides,Total,45 – 49,1398
2009,Previous marital status of brides,Never married,50+,184
2009,Previous marital status of brides,Widowed / Divorced,50+,872
2009,Previous marital status of brides,Others,50+,95
2009,Previous marital status of brides,Total,50+,1151
2010,Previous marital status of brides,Never married,16 – 19,683
2010,Previous marital status of brides,Widowed / Divorced,16 – 19,–
2010,Previous marital status of brides,Others,16 – 19,–
2010,Previous marital status of brides,Total,16 – 19,683
2010,Previous marital status of brides,Never married,20 – 24,8268
2010,Previous marital status of brides,Widowed / Divorced,20 – 24,119
2010,Previous marital status of brides,Others,20 – 24,–
2010,Previous marital status of brides,Total,20 – 24,8387
2010,Previous marital status of brides,Never married,25 – 29,16935
2010,Previous marital status of brides,Widowed / Divorced,25 – 29,1016
2010,Previous marital status of brides,Others,25 – 29,–
2010,Previous marital status of brides,Total,25 – 29,17951
2010,Previous marital status of brides,Never married,30 – 34,11141
2010,Previous marital status of brides,Widowed / Divorced,30 – 34,2160
2010,Previous marital status of brides,Others,30 – 34,–
2010,Previous marital status of brides,Total,30 – 34,13301
2010,Previous marital status of brides,Never married,35 – 39,3701
2010,Previous marital status of brides,Widowed / Divorced,35 – 39,2766
2010,Previous marital status of brides,Others,35 – 39,–
2010,Previous marital status of brides,Total,35 – 39,6467
2010,Previous marital status of brides,Never married,40 – 44,1029
2010,Previous marital status of brides,Widowed / Divorced,40 – 44,1850
2010,Previous marital status of brides,Others,40 – 44,–
2010,Previous marital status of brides,Total,40 – 44,2879
2010,Previous marital status of brides,Never married,45 – 49,340
2010,Previous marital status of brides,Widowed / Divorced,45 – 49,1242
2010,Previous marital status of brides,Others,45 – 49,–
2010,Previous marital status of brides,Total,45 – 49,1582
2010,Previous marital status of brides,Never married,50+,227
2010,Previous marital status of brides,Widowed / Divorced,50+,991
2010,Previous marital status of brides,Others,50+,90
2010,Previous marital status of brides,Total,50+,1308
2011,Previous marital status of brides,Never married,16 – 19,695
2011,Previous marital status of brides,Widowed / Divorced,16 – 19,1
2011,Previous marital status of brides,Others,16 – 19,–
2011,Previous marital status of brides,Total,16 – 19,696
2011,Previous marital status of brides,Never married,20 – 24,8550
2011,Previous marital status of brides,Widowed / Divorced,20 – 24,136
2011,Previous marital status of brides,Others,20 – 24,–
2011,Previous marital status of brides,Total,20 – 24,8686
2011,Previous marital status of brides,Never married,25 – 29,19092
2011,Previous marital status of brides,Widowed / Divorced,25 – 29,1161
2011,Previous marital status of brides,Others,25 – 29,–
2011,Previous marital status of brides,Total,25 – 29,20253
2011,Previous marital status of brides,Never married,30 – 34,12605
2011,Previous marital status of brides,Widowed / Divorced,30 – 34,2306
2011,Previous marital status of brides,Others,30 – 34,–
2011,Previous marital status of brides,Total,30 – 34,14911
2011,Previous marital status of brides,Never married,35 – 39,4016
2011,Previous marital status of brides,Widowed / Divorced,35 – 39,3040
2011,Previous marital status of brides,Others,35 – 39,–
2011,Previous marital status of brides,Total,35 – 39,7056
2011,Previous marital status of brides,Never married,40 – 44,1108
2011,Previous marital status of brides,Widowed / Divorced,40 – 44,2354
2011,Previous marital status of brides,Others,40 – 44,–
2011,Previous marital status of brides,Total,40 – 44,3462
2011,Previous marital status of brides,Never married,45 – 49,384
2011,Previous marital status of brides,Widowed / Divorced,45 – 49,1384
2011,Previous marital status of brides,Others,45 – 49,–
2011,Previous marital status of brides,Total,45 – 49,1768
2011,Previous marital status of brides,Never married,50+,241
2011,Previous marital status of brides,Widowed / Divorced,50+,1174
2011,Previous marital status of brides,Others,50+,122
2011,Previous marital status of brides,Total,50+,1537
2012,Previous marital status of brides,Never married,16 – 19,706
2012,Previous marital status of brides,Widowed / Divorced,16 – 19,1
2012,Previous marital status of brides,Others,16 – 19,–
2012,Previous marital status of brides,Total,16 – 19,707
2012,Previous marital status of brides,Never married,20 – 24,8326
2012,Previous marital status of brides,Widowed / Divorced,20 – 24,163
2012,Previous marital status of brides,Others,20 – 24,–
2012,Previous marital status of brides,Total,20 – 24,8489
2012,Previous marital status of brides,Never married,25 – 29,19614
2012,Previous marital status of brides,Widowed / Divorced,25 – 29,1274
2012,Previous marital status of brides,Others,25 – 29,–
2012,Previous marital status of brides,Total,25 – 29,20888
2012,Previous marital status of brides,Never married,30 – 34,13107
2012,Previous marital status of brides,Widowed / Divorced,30 – 34,2514
2012,Previous marital status of brides,Others,30 – 34,–
2012,Previous marital status of brides,Total,30 – 34,15621
2012,Previous marital status of brides,Never married,35 – 39,4010
2012,Previous marital status of brides,Widowed / Divorced,35 – 39,3116
2012,Previous marital status of brides,Others,35 – 39,–
2012,Previous marital status of brides,Total,35 – 39,7126
2012,Previous marital status of brides,Never married,40 – 44,1302
2012,Previous marital status of brides,Widowed / Divorced,40 – 44,2566
2012,Previous marital status of brides,Others,40 – 44,–
2012,Previous marital status of brides,Total,40 – 44,3868
2012,Previous marital status of brides,Never married,45 – 49,411
2012,Previous marital status of brides,Widowed / Divorced,45 – 49,1629
2012,Previous marital status of brides,Others,45 – 49,–
2012,Previous marital status of brides,Total,45 – 49,2040
2012,Previous marital status of brides,Never married,50+,277
2012,Previous marital status of brides,Widowed / Divorced,50+,1367
2012,Previous marital status of brides,Others,50+,76
2012,Previous marital status of brides,Total,50+,1720
2013,Previous marital status of brides,Never married,16 – 19,648
2013,Previous marital status of brides,Widowed / Divorced,16 – 19,2
2013,Previous marital status of brides,Others,16 – 19,–
2013,Previous marital status of brides,Total,16 – 19,650
2013,Previous marital status of brides,Never married,20 – 24,7133
2013,Previous marital status of brides,Widowed / Divorced,20 – 24,140
2013,Previous marital status of brides,Others,20 – 24,–
2013,Previous marital status of brides,Total,20 – 24,7273
2013,Previous marital status of brides,Never married,25 – 29,16881
2013,Previous marital status of brides,Widowed / Divorced,25 – 29,1167
2013,Previous marital status of brides,Others,25 – 29,–
2013,Previous marital status of brides,Total,25 – 29,18048
2013,Previous marital status of brides,Never married,30 – 34,11869
2013,Previous marital status of brides,Widowed / Divorced,30 – 34,2519
2013,Previous marital status of brides,Others,30 – 34,–
2013,Previous marital status of brides,Total,30 – 34,14388
2013,Previous marital status of brides,Never married,35 – 39,3665
2013,Previous marital status of brides,Widowed / Divorced,35 – 39,2996
2013,Previous marital status of brides,Others,35 – 39,–
2013,Previous marital status of brides,Total,35 – 39,6661
2013,Previous marital status of brides,Never married,40 – 44,1245
2013,Previous marital status of brides,Widowed / Divorced,40 – 44,2843
2013,Previous marital status of brides,Others,40 – 44,–
2013,Previous marital status of brides,Total,40 – 44,4088
2013,Previous marital status of brides,Never married,45 – 49,428
2013,Previous marital status of brides,Widowed / Divorced,45 – 49,1747
2013,Previous marital status of brides,Others,45 – 49,–
2013,Previous marital status of brides,Total,45 – 49,2175
2013,Previous marital status of brides,Never married,50+,267
2013,Previous marital status of brides,Widowed / Divorced,50+,1661
2013,Previous marital status of brides,Others,50+,63
2013,Previous marital status of brides,Total,50+,1991
2014,Previous marital status of brides,Never married,16 – 19,561
2014,Previous marital status of brides,Widowed / Divorced,16 – 19,1
2014,Previous marital status of brides,Others,16 – 19,–
2014,Previous marital status of brides,Total,16 – 19,562
2014,Previous marital status of brides,Never married,20 – 24,6766
2014,Previous marital status of brides,Widowed / Divorced,20 – 24,117
2014,Previous marital status of brides,Others,20 – 24,–
2014,Previous marital status of brides,Total,20 – 24,6883
2014,Previous marital status of brides,Never married,25 – 29,17949
2014,Previous marital status of brides,Widowed / Divorced,25 – 29,1165
2014,Previous marital status of brides,Others,25 – 29,–
2014,Previous marital status of brides,Total,25 – 29,19114
2014,Previous marital status of brides,Never married,30 – 34,12259
2014,Previous marital status of brides,Widowed / Divorced,30 – 34,2433
2014,Previous marital status of brides,Others,30 – 34,–
2014,Previous marital status of brides,Total,30 – 34,14692
2014,Previous marital status of brides,Never married,35 – 39,3799
2014,Previous marital status of brides,Widowed / Divorced,35 – 39,2835
2014,Previous marital status of brides,Others,35 – 39,–
2014,Previous marital status of brides,Total,35 – 39,6634
2014,Previous marital status of brides,Never married,40 – 44,1328
2014,Previous marital status of brides,Widowed / Divorced,40 – 44,2818
2014,Previous marital status of brides,Others,40 – 44,–
2014,Previous marital status of brides,Total,40 – 44,4146
2014,Previous marital status of brides,Never married,45 – 49,463
2014,Previous marital status of brides,Widowed / Divorced,45 – 49,1807
2014,Previous marital status of brides,Others,45 – 49,–
2014,Previous marital status of brides,Total,45 – 49,2270
2014,Previous marital status of brides,Never married,50+,290
2014,Previous marital status of brides,Widowed / Divorced,50+,1823
2014,Previous marital status of brides,Others,50+,40
2014,Previous marital status of brides,Total,50+,2153
2015,Previous marital status of brides,Never married,16 – 19,511
2015,Previous marital status of brides,Widowed / Divorced,16 – 19,–
2015,Previous marital status of brides,Others,16 – 19,–
2015,Previous marital status of brides,Total,16 – 19,511
2015,Previous marital status of brides,Never married,20 – 24,5805
2015,Previous marital status of brides,Widowed / Divorced,20 – 24,126
2015,Previous marital status of brides,Others,20 – 24,–
2015,Previous marital status of brides,Total,20 – 24,5931
2015,Previous marital status of brides,Never married,25 – 29,16303
2015,Previous marital status of brides,Widowed / Divorced,25 – 29,993
2015,Previous marital status of brides,Others,25 – 29,–
2015,Previous marital status of brides,Total,25 – 29,17296
2015,Previous marital status of brides,Never married,30 – 34,11320
2015,Previous marital status of brides,Widowed / Divorced,30 – 34,2126
2015,Previous marital status of brides,Others,30 – 34,–
2015,Previous marital status of brides,Total,30 – 34,13446
2015,Previous marital status of brides,Never married,35 – 39,3577
2015,Previous marital status of brides,Widowed / Divorced,35 – 39,2546
2015,Previous marital status of brides,Others,35 – 39,–
2015,Previous marital status of brides,Total,35 – 39,6123
2015,Previous marital status of brides,Never married,40 – 44,1295
2015,Previous marital status of brides,Widowed / Divorced,40 – 44,2660
2015,Previous marital status of brides,Others,40 – 44,–
2015,Previous marital status of brides,Total,40 – 44,3955
2015,Previous marital status of brides,Never married,45 – 49,446
2015,Previous marital status of brides,Widowed / Divorced,45 – 49,1767
2015,Previous marital status of brides,Others,45 – 49,–
2015,Previous marital status of brides,Total,45 – 49,2213
2015,Previous marital status of brides,Never married,50+,320
2015,Previous marital status of brides,Widowed / Divorced,50+,1774
2015,Previous marital status of brides,Others,50+,40
2015,Previous marital status of brides,Total,50+,2134
2016,Previous marital status of brides,Never married,16 – 19,434
2016,Previous marital status of brides,Widowed / Divorced,16 – 19,–
2016,Previous marital status of brides,Others,16 – 19,–
2016,Previous marital status of brides,Total,16 – 19,434
2016,Previous marital status of brides,Never married,20 – 24,5386
2016,Previous marital status of brides,Widowed / Divorced,20 – 24,97
2016,Previous marital status of brides,Others,20 – 24,–
2016,Previous marital status of brides,Total,20 – 24,5483
2016,Previous marital status of brides,Never married,25 – 29,15291
2016,Previous marital status of brides,Widowed / Divorced,25 – 29,989
2016,Previous marital status of brides,Others,25 – 29,–
2016,Previous marital status of brides,Total,25 – 29,16280
2016,Previous marital status of brides,Never married,30 – 34,10950
2016,Previous marital status of brides,Widowed / Divorced,30 – 34,2054
2016,Previous marital status of brides,Others,30 – 34,–
2016,Previous marital status of brides,Total,30 – 34,13004
2016,Previous marital status of brides,Never married,35 – 39,3553
2016,Previous marital status of brides,Widowed / Divorced,35 – 39,2418
2016,Previous marital status of brides,Others,35 – 39,–
2016,Previous marital status of brides,Total,35 – 39,5971
2016,Previous marital status of brides,Never married,40 – 44,1283
2016,Previous marital status of brides,Widowed / Divorced,40 – 44,2602
2016,Previous marital status of brides,Others,40 – 44,–
2016,Previous marital status of brides,Total,40 – 44,3885
2016,Previous marital status of brides,Never married,45 – 49,518
2016,Previous marital status of brides,Widowed / Divorced,45 – 49,1980
2016,Previous marital status of brides,Others,45 – 49,–
2016,Previous marital status of brides,Total,45 – 49,2498
2016,Previous marital status of brides,Never married,50+,341
2016,Previous marital status of brides,Widowed / Divorced,50+,2077
2016,Previous marital status of brides,Others,50+,35
2016,Previous marital status of brides,Total,50+,2453
2017,Previous marital status of brides,Never married,16 – 19,360
2017,Previous marital status of brides,Widowed / Divorced,16 – 19,1
2017,Previous marital status of brides,Others,16 – 19,–
2017,Previous marital status of brides,Total,16 – 19,361
2017,Previous marital status of brides,Never married,20 – 24,5113
2017,Previous marital status of brides,Widowed / Divorced,20 – 24,126
2017,Previous marital status of brides,Others,20 – 24,–
2017,Previous marital status of brides,Total,20 – 24,5239
2017,Previous marital status of brides,Never married,25 – 29,15945
2017,Previous marital status of brides,Widowed / Divorced,25 – 29,845
2017,Previous marital status of brides,Others,25 – 29,–
2017,Previous marital status of brides,Total,25 – 29,16790
2017,Previous marital status of brides,Never married,30 – 34,11766
2017,Previous marital status of brides,Widowed / Divorced,30 – 34,1903
2017,Previous marital status of brides,Others,30 – 34,–
2017,Previous marital status of brides,Total,30 – 34,13669
2017,Previous marital status of brides,Never married,35 – 39,3954
2017,Previous marital status of brides,Widowed / Divorced,35 – 39,2430
2017,Previous marital status of brides,Others,35 – 39,–
2017,Previous marital status of brides,Total,35 – 39,6384
2017,Previous marital status of brides,Never married,40 – 44,1381
2017,Previous marital status of brides,Widowed / Divorced,40 – 44,2529
2017,Previous marital status of brides,Others,40 – 44,–
2017,Previous marital status of brides,Total,40 – 44,3910
2017,Previous marital status of brides,Never married,45 – 49,537
2017,Previous marital status of brides,Widowed / Divorced,45 – 49,2148
2017,Previous marital status of brides,Others,45 – 49,–
2017,Previous marital status of brides,Total,45 – 49,2685
2017,Previous marital status of brides,Never married,50+,424
2017,Previous marital status of brides,Widowed / Divorced,50+,2321
2017,Previous marital status of brides,Others,50+,34
2017,Previous marital status of brides,Total,50+,2779
2018,Previous marital status of brides,Never married,16 – 19,309
2018,Previous marital status of brides,Widowed / Divorced,16 – 19,–
2018,Previous marital status of brides,Others,16 – 19,–
2018,Previous marital status of brides,Total,16 – 19,309
2018,Previous marital status of brides,Never married,20 – 24,4547
2018,Previous marital status of brides,Widowed / Divorced,20 – 24,92
2018,Previous marital status of brides,Others,20 – 24,–
2018,Previous marital status of brides,Total,20 – 24,4639
2018,Previous marital status of brides,Never married,25 – 29,14713
2018,Previous marital status of brides,Widowed / Divorced,25 – 29,847
2018,Previous marital status of brides,Others,25 – 29,–
2018,Previous marital status of brides,Total,25 – 29,15560
2018,Previous marital status of brides,Never married,30 – 34,11008
2018,Previous marital status of brides,Widowed / Divorced,30 – 34,1896
2018,Previous marital status of brides,Others,30 – 34,–
2018,Previous marital status of brides,Total,30 – 34,12904
2018,Previous marital status of brides,Never married,35 – 39,3824
2018,Previous marital status of brides,Widowed / Divorced,35 – 39,2522
2018,Previous marital status of brides,Others,35 – 39,–
2018,Previous marital status of brides,Total,35 – 39,6346
2018,Previous marital status of brides,Never married,40 – 44,1261
2018,Previous marital status of brides,Widowed / Divorced,40 – 44,2405
2018,Previous marital status of brides,Others,40 – 44,–
2018,Previous marital status of brides,Total,40 – 44,3666
2018,Previous marital status of brides,Never married,45 – 49,602
2018,Previous marital status of brides,Widowed / Divorced,45 – 49,2247
2018,Previous marital status of brides,Others,45 – 49,–
2018,Previous marital status of brides,Total,45 – 49,2849
2018,Previous marital status of brides,Never married,50+,418
2018,Previous marital status of brides,Widowed / Divorced,50+,2604
2018,Previous marital status of brides,Others,50+,36
2018,Previous marital status of brides,Total,50+,3058
2019,Previous marital status of brides,Never married,16 – 19,247
2019,Previous marital status of brides,Widowed / Divorced,16 – 19,1
2019,Previous marital status of brides,Others,16 – 19,–
2019,Previous marital status of brides,Total,16 – 19,248
2019,Previous marital status of brides,Never married,20 – 24,3811
2019,Previous marital status of brides,Widowed / Divorced,20 – 24,55
2019,Previous marital status of brides,Others,20 – 24,–
2019,Previous marital status of brides,Total,20 – 24,3866
2019,Previous marital status of brides,Never married,25 – 29,12699
2019,Previous marital status of brides,Widowed / Divorced,25 – 29,733
2019,Previous marital status of brides,Others,25 – 29,–
2019,Previous marital status of brides,Total,25 – 29,13432
2019,Previous marital status of brides,Never married,30 – 34,10171
2019,Previous marital status of brides,Widowed / Divorced,30 – 34,1694
2019,Previous marital status of brides,Others,30 – 34,–
2019,Previous marital status of brides,Total,30 – 34,11865
2019,Previous marital status of brides,Never married,35 – 39,3513
2019,Previous marital status of brides,Widowed / Divorced,35 – 39,2196
2019,Previous marital status of brides,Others,35 – 39,–
2019,Previous marital status of brides,Total,35 – 39,5709
2019,Previous marital status of brides,Never married,40 – 44,1193
2019,Previous marital status of brides,Widowed / Divorced,40 – 44,2101
2019,Previous marital status of brides,Others,40 – 44,–
2019,Previous marital status of brides,Total,40 – 44,3294
2019,Previous marital status of brides,Never married,45 – 49,607
2019,Previous marital status of brides,Widowed / Divorced,45 – 49,2148
2019,Previous marital status of brides,Others,45 – 49,–
2019,Previous marital status of brides,Total,45 – 49,2755
2019,Previous marital status of brides,Never married,50+,433
2019,Previous marital status of brides,Widowed / Divorced,50+,2628
2019,Previous marital status of brides,Others,50+,17
2019,Previous marital status of brides,Total,50+,3078
2020,Previous marital status of brides,Never married,16 – 19,98
2020,Previous marital status of brides,Widowed / Divorced,16 – 19,–
2020,Previous marital status of brides,Others,16 – 19,–
2020,Previous marital status of brides,Total,16 – 19,98
2020,Previous marital status of brides,Never married,20 – 24,1545
2020,Previous marital status of brides,Widowed / Divorced,20 – 24,21
2020,Previous marital status of brides,Others,20 – 24,–
2020,Previous marital status of brides,Total,20 – 24,1566
2020,Previous marital status of brides,Never married,25 – 29,9151
2020,Previous marital status of brides,Widowed / Divorced,25 – 29,247
2020,Previous marital status of brides,Others,25 – 29,–
2020,Previous marital status of brides,Total,25 – 29,9398
2020,Previous marital status of brides,Never married,30 – 34,8437
2020,Previous marital status of brides,Widowed / Divorced,30 – 34,629
2020,Previous marital status of brides,Others,30 – 34,–
2020,Previous marital status of brides,Total,30 – 34,9066
2020,Previous marital status of brides,Never married,35 – 39,2700
2020,Previous marital status of brides,Widowed / Divorced,35 – 39,902
2020,Previous marital status of brides,Others,35 – 39,–
2020,Previous marital status of brides,Total,35 – 39,3602
2020,Previous marital status of brides,Never married,40 – 44,811
2020,Previous marital status of brides,Widowed / Divorced,40 – 44,757
2020,Previous marital status of brides,Others,40 – 44,–
2020,Previous marital status of brides,Total,40 – 44,1568
2020,Previous marital status of brides,Never married,45 – 49,391
2020,Previous marital status of brides,Widowed / Divorced,45 – 49,708
2020,Previous marital status of brides,Others,45 – 49,–
2020,Previous marital status of brides,Total,45 – 49,1099
2020,Previous marital status of brides,Never married,50+,319
2020,Previous marital status of brides,Widowed / Divorced,50+,1131
2020,Previous marital status of brides,Others,50+,16
2020,Previous marital status of brides,Total,50+,1466
2021,Previous marital status of brides,Never married,16 – 19,70
2021,Previous marital status of brides,Widowed / Divorced,16 – 19,–
2021,Previous marital status of brides,Others,16 – 19,–
2021,Previous marital status of brides,Total,16 – 19,70
2021,Previous marital status of brides,Never married,20 – 24,1354
2021,Previous marital status of brides,Widowed / Divorced,20 – 24,21
2021,Previous marital status of brides,Others,20 – 24,–
2021,Previous marital status of brides,Total,20 – 24,1375
2021,Previous marital status of brides,Never married,25 – 29,8337
2021,Previous marital status of brides,Widowed / Divorced,25 – 29,257
2021,Previous marital status of brides,Others,25 – 29,–
2021,Previous marital status of brides,Total,25 – 29,8594
2021,Previous marital status of brides,Never married,30 – 34,8233
2021,Previous marital status of brides,Widowed / Divorced,30 – 34,643
2021,Previous marital status of brides,Others,30 – 34,–
2021,Previous marital status of brides,Total,30 – 34,8876
2021,Previous marital status of brides,Never married,35 – 39,2692
2021,Previous marital status of brides,Widowed / Divorced,35 – 39,860
2021,Previous marital status of brides,Others,35 – 39,–
2021,Previous marital status of brides,Total,35 – 39,3552
2021,Previous marital status of brides,Never married,40 – 44,845
2021,Previous marital status of brides,Widowed / Divorced,40 – 44,798
2021,Previous marital status of brides,Others,40 – 44,–
2021,Previous marital status of brides,Total,40 – 44,1643
2021,Previous marital status of brides,Never married,45 – 49,376
2021,Previous marital status of brides,Widowed / Divorced,45 – 49,835
2021,Previous marital status of brides,Others,45 – 49,–
2021,Previous marital status of brides,Total,45 – 49,1211
2021,Previous marital status of brides,Never married,50+,328
2021,Previous marital status of brides,Widowed / Divorced,50+,1247
2021,Previous marital status of brides,Others,50+,3
2021,Previous marital status of brides,Total,50+,1578
